Timestamp_MS,Target_X,Target_Y,Gaze_X,Gaze_Y,Euclidean_Distance,Concentration_Score
36960,1233,394,1118,783,405.64,0.0
36993,1236,392,1126,787,410.03,0.0
37026,1239,390,1134,792,415.49,0.0
37059,1242,388,1142,797,421.05,0.0
37092,1245,386,1150,802,426.71,0.0
37125,1248,384,1157,805,430.72,0.0
37158,1251,382,1162,809,436.18,0.0
37191,1254,380,1169,812,440.28,0.0
37224,1257,378,1174,816,445.79,0.0
37257,1260,376,1179,819,450.34,0.0
37290,1263,374,1182,821,454.28,0.0
37323,1266,372,1184,820,455.44,0.0
37356,1269,370,1185,811,448.93,0.0
37389,1272,368,1187,802,442.25,0.0
37422,1275,366,1188,792,434.79,0.0
37455,1278,364,1189,781,426.39,0.0
37488,1281,362,1194,766,413.26,0.0
37521,1284,360,1201,753,401.67,0.0
37554,1287,358,1208,740,390.08,0.0
37587,1290,356,1215,726,377.52,0.0
37620,1293,354,1222,713,365.95,0.0
37653,1296,352,1228,701,355.56,0.0
37686,1299,350,1234,689,345.18,0.0
37719,1302,348,1238,679,337.13,0.0
37752,1305,346,1242,670,330.07,0.0
37785,1308,344,1245,662,324.18,0.0
37818,1311,342,1248,657,321.24,0.0
37851,1314,340,1251,658,324.18,0.0
37884,1317,338,1253,660,328.3,0.0
37917,1320,336,1256,662,332.22,0.0
37950,1323,334,1259,665,337.13,0.0
37983,1326,332,1262,669,343.02,0.0
38016,1329,330,1264,687,362.87,0.0
38049,1332,328,1256,721,400.28,0.0
38082,1335,326,1249,755,437.54,0.0
38115,1338,324,1242,790,475.79,0.0
38148,1341,322,1235,824,513.07,0.0
38181,1344,320,1228,858,550.36,0.0
38214,1347,318,1228,863,557.84,0.0
38247,1350,316,1229,863,560.22,0.0
38280,1353,314,1234,863,561.75,0.0
38313,1356,312,1243,863,562.47,0.0
38346,1359,310,1255,863,562.69,0.0
38379,1362,308,1268,863,562.9,0.0
38412,1365,306,1280,863,563.45,0.0
38445,1368,304,1292,863,564.14,0.0
38478,1371,302,1304,863,564.99,0.0
38511,1374,300,1314,863,566.19,0.0
38544,1377,298,1325,863,567.39,0.0
38577,1380,296,1336,863,568.7,0.0
38610,1383,294,1347,863,570.14,0.0
38643,1386,292,1356,863,571.79,0.0
38676,1389,290,1365,863,573.5,0.0
38709,1392,288,1374,863,575.28,0.0
38742,1395,286,1386,863,577.07,0.0
38775,1398,284,1405,863,579.04,0.0
38808,1401,282,1422,863,581.38,0.0
38841,1404,280,1437,863,583.93,0.0
38874,1407,278,1452,860,583.74,0.0
38907,1410,276,1465,859,585.59,0.0
38940,1413,274,1479,859,588.71,0.0
38973,1416,272,1491,860,592.76,0.0
39006,1419,270,1501,860,595.67,0.0
39039,1422,268,1510,860,598.5,0.0
39072,1425,266,1518,859,600.25,0.0
39105,1428,264,1524,858,601.71,0.0
39138,1431,262,1528,855,600.88,0.0
39171,1434,260,1531,853,600.88,0.0
39204,1437,258,1534,851,600.88,0.0
39237,1440,256,1535,849,600.56,0.0
39270,1443,254,1535,847,600.09,0.0
39303,1446,252,1535,845,599.64,0.0
39336,1449,250,1535,843,599.2,0.0
39369,1452,248,1535,842,599.77,0.0
39402,1455,246,1535,841,600.35,0.0
39435,1458,244,1535,841,601.95,0.0
39468,1455,242,1535,842,605.31,0.0
39501,1452,240,1535,842,607.69,0.0
39534,1449,238,1535,843,611.08,0.0
39567,1446,236,1534,844,614.34,0.0
39600,1443,234,1530,844,616.17,0.0
39633,1440,232,1527,845,619.14,0.0
39666,1437,230,1523,846,621.97,0.0
39699,1434,228,1517,847,624.54,0.0
39732,1431,226,1511,848,627.12,0.0
39765,1428,224,1506,848,628.86,0.0
39798,1425,222,1502,845,627.74,0.0
39831,1422,220,1498,836,620.67,0.0
39864,1419,218,1496,825,611.86,0.0
39897,1416,216,1499,812,601.75,0.0
39930,1413,214,1502,802,594.7,0.0
39963,1410,212,1507,792,588.06,0.0
39996,1407,210,1512,784,583.52,0.0
40029,1404,208,1516,776,578.94,0.0
40062,1401,206,1521,770,576.62,0.0
40095,1398,204,1525,764,574.22,0.0
40128,1395,202,1528,759,572.66,0.0
40161,1392,200,1531,754,571.17,0.0
40194,1389,198,1533,749,569.51,0.0
40227,1386,196,1535,741,565.0,0.0
40260,1383,194,1535,732,559.06,0.0
40293,1380,192,1534,722,551.92,0.0
40326,1377,190,1533,713,545.77,0.0
40359,1374,188,1532,706,541.56,0.0
40392,1371,186,1530,699,537.08,0.0
40425,1368,184,1527,693,533.26,0.0
40458,1365,182,1524,690,532.3,0.0
40491,1362,180,1522,688,532.6,0.0
40524,1359,178,1519,686,532.6,0.0
40557,1356,176,1517,684,532.9,0.0
40590,1353,174,1515,680,531.3,0.0
40623,1350,172,1513,677,530.65,0.0
40656,1347,170,1511,670,526.21,0.0
40689,1344,168,1509,664,522.72,0.0
40722,1341,166,1507,659,520.2,0.0
40755,1338,164,1506,655,518.95,0.0
40788,1335,162,1505,651,517.71,0.0
40821,1332,160,1503,647,516.15,0.0
40854,1329,158,1502,644,515.87,0.0
40887,1326,156,1501,641,515.61,0.0
40920,1323,154,1500,639,516.29,0.0
40953,1320,152,1491,639,516.15,0.0
40986,1317,150,1484,640,517.68,0.0
41019,1314,148,1478,641,519.56,0.0
41052,1311,146,1473,643,522.74,0.0
41085,1308,144,1468,642,523.07,0.0
41118,1305,142,1464,641,523.72,0.0
41151,1302,140,1462,638,523.07,0.0
41184,1299,138,1460,635,522.43,0.0
41217,1296,136,1458,632,521.79,0.0
41250,1293,134,1455,630,521.79,0.0
41283,1290,132,1453,627,521.15,0.0
41316,1287,130,1450,624,520.2,0.0
41349,1284,128,1447,621,519.25,0.0
41382,1281,126,1445,616,516.72,0.0
41415,1278,124,1443,611,514.19,0.0
41448,1275,122,1440,608,513.25,0.0
41481,1272,120,1437,604,511.35,0.0
41514,1269,118,1435,609,518.3,0.0
41547,1266,116,1426,613,522.12,0.0
41580,1263,114,1419,619,528.55,0.0
41613,1260,112,1412,624,534.09,0.0
41646,1257,110,1405,628,538.73,0.0
41679,1254,108,1399,632,543.69,0.0
41712,1251,106,1393,636,548.69,0.0
41745,1248,104,1389,639,553.27,0.0
41778,1245,102,1384,641,556.63,0.0
41811,1242,100,1381,642,559.54,0.0
41844,1239,98,1378,641,560.51,0.0
41877,1236,96,1374,639,560.26,0.0
41910,1233,94,1370,633,556.14,0.0
41943,1230,92,1365,627,551.77,0.0
41976,1227,90,1359,619,545.22,0.0
42009,1224,88,1354,611,538.91,0.0
42042,1221,86,1349,606,535.52,0.0
42075,1218,84,1345,601,532.37,0.0
42108,1215,82,1341,597,530.19,0.0
42141,1212,80,1338,593,528.25,0.0
42174,1209,82,1335,590,523.39,0.0
42207,1206,84,1331,587,518.3,0.0
42240,1203,86,1328,585,514.42,0.0
42273,1200,88,1325,582,509.57,0.0
42306,1197,90,1322,579,504.72,0.0
42339,1194,92,1318,574,497.69,0.0
42372,1191,94,1315,569,490.92,0.0
42405,1188,96,1311,561,480.99,0.0
42438,1185,98,1306,553,470.81,0.0
42471,1182,100,1302,546,461.86,0.0
42504,1179,102,1295,540,453.1,0.0
42537,1176,104,1279,534,442.16,0.0
42570,1173,106,1264,529,432.68,0.0
42603,1170,108,1250,524,423.62,0.0
42636,1167,110,1238,520,416.1,0.0
42669,1164,112,1228,517,410.03,0.0
42702,1161,114,1220,514,404.33,0.0
42735,1158,116,1213,513,400.79,0.0
42768,1155,118,1207,514,399.4,0.0
42801,1152,120,1203,516,399.27,0.0
42834,1149,122,1199,518,399.14,0.0
42867,1146,124,1196,522,401.13,0.0
42900,1143,126,1195,527,404.36,0.0
42933,1140,128,1194,534,409.58,0.0
42966,1137,130,1192,541,414.66,0.0
42999,1134,132,1189,547,418.63,0.0
43032,1131,134,1168,554,421.63,0.0
43065,1128,136,1133,559,423.03,0.0
43098,1125,138,1099,564,426.79,0.0
43131,1122,140,1064,568,431.91,0.0
43164,1119,142,1030,572,439.11,0.0
43197,1116,144,997,573,445.2,0.0
43230,1113,146,962,572,451.97,0.0
43263,1110,148,927,570,459.97,0.0
43296,1107,150,892,568,470.05,0.0
43329,1104,152,857,567,482.94,0.0
43362,1101,154,822,566,497.58,0.0
43395,1098,156,787,566,514.61,0.0
43428,1095,158,752,567,533.79,0.0
43461,1092,160,717,569,554.89,0.0
43494,1089,162,682,570,576.29,0.0
43527,1086,164,647,571,598.64,0.0
43560,1083,166,617,572,618.06,0.0
43593,1080,168,589,570,634.57,0.0
43626,1077,170,562,566,649.65,0.0
43659,1074,172,537,561,663.09,0.0
43692,1071,174,513,555,675.67,0.0
43725,1068,176,490,549,687.9,0.0
43758,1065,178,470,543,698.03,0.0
43791,1062,180,453,538,706.43,0.0
43824,1059,182,438,535,714.32,0.0
43857,1056,184,425,536,722.54,0.0
43890,1053,186,415,539,729.15,0.0
43923,1050,188,406,542,734.88,0.0
43956,1047,190,400,547,738.96,0.0
43989,1044,192,402,566,742.99,0.0
44022,1041,194,408,601,752.55,0.0
44055,1038,196,414,635,762.95,0.0
44088,1035,198,421,669,773.85,0.0
44121,1032,200,427,704,787.43,0.0
44154,1029,202,431,739,803.72,0.0
44187,1026,204,425,746,809.3,0.0
44220,1023,206,415,713,791.65,0.0
44253,1020,208,405,679,774.64,0.0
44286,1017,210,395,645,759.02,0.0
44319,1014,212,386,612,744.57,0.0
44352,1011,214,378,578,730.2,0.0
44385,1008,216,377,543,710.7,0.0
44418,1005,218,404,520,672.61,0.0
44451,1002,220,436,506,634.15,0.0
44484,999,222,469,493,595.27,0.0
44517,996,224,503,486,558.29,0.0
44550,993,226,538,483,522.56,0.0
44583,990,228,573,481,487.75,0.0
44616,987,230,608,481,454.58,0.0
44649,984,232,643,481,422.23,0.0
44682,981,234,678,481,390.92,0.0
44715,978,236,712,490,367.79,0.0
44748,975,238,746,500,347.97,0.0
44781,972,240,776,510,333.64,0.0
44814,969,242,799,537,340.48,0.0
44847,966,244,810,570,361.4,0.0
44880,963,246,816,605,387.93,0.0
44913,960,248,821,639,414.97,0.0
44946,957,250,825,674,444.07,0.0
44979,954,252,830,709,473.52,0.0
45012,951,254,836,743,502.34,0.0
45045,948,256,844,777,531.28,0.0
45078,945,258,849,801,551.42,0.0
45111,942,260,853,808,555.18,0.0
45144,939,262,854,788,532.82,0.0
45177,936,264,841,768,512.88,0.0
45210,933,266,823,738,484.65,0.0
45243,930,268,803,709,458.92,0.0
45276,927,270,780,683,438.38,0.0
45309,924,272,756,657,420.06,0.0
45342,921,274,736,635,405.64,0.0
45375,918,276,718,615,393.6,0.0
45408,915,278,707,597,380.82,0.0
45441,912,280,699,583,370.38,0.0
45474,909,282,694,571,360.2,0.0
45507,906,284,692,561,350.04,0.0
45540,903,286,694,560,344.61,0.0
45573,900,288,698,560,338.8,0.0
45606,897,290,704,561,332.7,0.0
45639,894,292,710,562,326.74,0.0
45672,891,294,716,567,324.27,0.0
45705,888,296,724,572,321.05,0.0
45738,885,298,731,578,319.56,0.0
45771,882,300,737,583,317.98,0.0
45804,879,302,742,588,317.12,0.0
45837,876,304,747,592,315.57,0.0
45870,873,306,751,595,313.7,0.0
45903,870,308,754,597,311.41,0.0
45936,867,310,757,597,307.36,0.0
45969,864,312,759,596,302.79,0.0
46002,861,314,761,595,298.26,0.0
46035,858,316,761,595,295.38,0.0
46068,855,318,761,595,292.51,0.0
46101,852,320,764,597,290.64,0.0
46134,849,322,766,598,288.21,0.0
46167,846,324,768,600,286.81,0.0
46200,843,326,771,601,284.27,0.0
46233,840,328,777,603,282.12,0.0
46266,837,330,783,604,279.27,0.0
46299,834,332,790,606,277.51,0.0
46332,831,334,796,608,276.23,0.0
46365,828,336,802,610,275.23,0.0
46398,825,338,807,612,274.59,0.0
46431,822,340,811,615,275.22,0.0
46464,819,342,815,618,276.03,0.0
46497,816,344,817,621,277.0,0.0
46530,813,346,818,624,278.04,0.0
46563,810,348,819,627,279.15,0.0
46596,807,350,819,627,277.26,0.0
46629,804,352,816,628,276.26,0.0
46662,801,354,811,629,275.18,0.0
46695,798,356,806,631,275.12,0.0
46728,795,358,802,640,282.09,0.0
46761,792,360,799,652,292.08,0.0
46794,789,362,796,665,303.08,0.0
46827,786,364,793,682,318.08,0.0
46860,783,366,791,697,331.1,0.0
46893,780,368,786,710,342.05,0.0
46926,777,370,780,721,351.01,0.0
46959,774,372,773,730,358.0,0.0
46992,771,374,766,736,362.03,0.0
47025,768,376,760,741,365.09,0.0
47058,765,378,754,744,366.17,0.0
47091,762,380,750,747,367.2,0.0
47124,759,382,746,749,367.23,0.0
47157,756,384,742,747,363.27,0.0
47190,753,386,742,744,358.17,0.0
47223,750,388,742,741,353.09,0.0
47256,747,390,741,735,345.05,0.0
47289,744,392,741,730,338.01,0.0
47322,741,394,741,724,330.0,0.0
47355,738,396,738,718,322.0,0.0
47388,735,398,733,711,313.01,0.0
47421,732,400,728,705,305.03,0.0
47454,729,402,723,700,298.06,0.0
47487,726,404,719,695,291.08,0.0
47520,723,406,716,691,285.09,0.0
47553,720,408,713,688,280.09,0.0
47586,717,410,710,685,275.09,0.0
47619,714,412,708,683,271.07,0.0
47652,711,414,705,681,267.07,0.0
47685,708,416,701,679,263.09,0.0
47718,705,418,698,678,260.09,0.0
47751,702,420,695,678,258.09,0.0
47784,699,422,693,681,259.07,0.0
47817,696,424,691,684,260.05,0.0
47850,693,426,692,689,263.0,0.0
47883,690,428,694,693,265.03,0.0
47916,687,430,696,699,269.15,0.0
47949,684,432,699,705,273.41,0.0
47982,681,434,701,711,277.72,0.0
48015,678,436,702,717,282.02,0.0
48048,675,438,702,722,285.28,0.0
48081,672,440,701,726,287.47,0.0
48114,669,442,700,730,289.66,0.0
48147,666,444,700,730,288.01,0.0
48180,663,446,700,730,286.4,0.0
48213,660,448,700,730,284.82,0.0
48246,657,450,700,730,283.28,0.0
48279,654,452,702,726,278.17,0.0
48312,651,454,707,723,274.77,0.0
48345,648,456,713,723,274.8,0.0
48378,645,458,717,724,275.57,0.0
48411,642,460,721,730,281.32,0.0
48444,639,462,724,735,285.93,0.0
48477,636,464,726,741,291.25,0.0
48510,633,466,728,748,297.57,0.0
48543,630,468,733,770,319.08,0.0
48576,627,470,732,773,320.68,0.0
48609,624,472,736,780,327.73,0.0
48642,621,474,741,785,333.35,0.0
48675,618,476,747,793,342.24,0.0
48708,615,478,756,797,348.77,0.0
48741,612,480,767,800,355.56,0.0
48774,609,482,777,798,357.88,0.0
48807,606,484,785,792,356.24,0.0
48840,603,486,793,783,352.57,0.0
48873,600,488,800,771,346.54,0.0
48906,597,490,809,749,334.7,0.0
48939,594,492,820,730,328.21,0.0
48972,591,494,831,713,324.9,0.0
49005,588,496,840,706,328.03,0.0
49038,585,498,849,700,332.42,0.0
49071,582,500,854,694,334.1,0.0
49104,579,502,854,692,334.25,0.0
49137,576,504,852,703,340.26,0.0
49170,573,506,851,716,348.4,0.0
49203,570,508,850,728,356.09,0.0
49236,567,510,850,737,362.79,0.0
49269,564,512,851,745,369.67,0.0
49302,561,514,859,752,381.38,0.0
49335,558,516,866,758,391.7,0.0
49368,555,518,872,763,400.64,0.0
49401,552,520,872,767,404.24,0.0
49434,549,522,872,763,403.0,0.0
49467,546,524,863,761,395.8,0.0
49500,543,526,852,759,387.0,0.0
49533,540,528,842,757,379.01,0.0
49566,537,530,834,753,371.4,0.0
49599,534,532,826,747,362.61,0.0
49632,531,534,821,732,351.15,0.0
49665,528,536,820,718,344.08,0.0
49698,525,538,821,706,340.35,0.0
49731,522,540,821,691,334.97,0.0
49764,519,542,821,671,328.4,0.0
49797,516,544,821,654,324.23,0.0
49830,513,546,821,639,321.73,0.0
49863,510,548,820,623,318.94,0.0
49896,507,550,814,609,312.62,0.0
49929,504,552,809,596,308.16,0.0
49962,501,554,804,588,304.9,0.0
49995,498,556,800,594,304.38,0.0
50028,495,558,797,600,304.91,0.0
50061,492,560,800,609,311.87,0.0
50094,489,562,802,626,319.48,0.0
50127,486,564,804,641,327.19,0.0
50160,483,566,806,655,335.04,0.0
50193,480,568,806,667,340.7,0.0
50226,477,570,806,680,346.9,0.0
50259,474,572,804,693,351.48,0.0
50292,471,574,802,708,357.1,0.0
50325,468,576,801,743,372.53,0.0
50358,465,578,800,778,390.16,0.0
50391,462,580,800,813,410.53,0.0
50424,459,582,801,848,433.27,0.0
50457,456,584,805,863,446.81,0.0
50490,453,586,814,863,455.03,0.0
50523,450,588,823,863,463.42,0.0
50556,447,590,831,863,471.15,0.0
50589,444,592,838,863,478.2,0.0
50622,441,594,843,863,483.7,0.0
50655,438,596,848,863,489.27,0.0
50688,435,598,852,863,494.08,0.0
50721,432,600,854,863,497.25,0.0
50754,429,602,855,863,499.6,0.0
50787,426,604,855,835,487.24,0.0
50820,423,606,855,800,473.56,0.0
50853,420,608,856,765,463.41,0.0
50886,417,610,855,730,454.14,0.0
50919,414,612,855,695,448.74,0.0
50952,411,614,854,660,445.38,0.0
50985,408,616,853,627,445.14,0.0
51018,405,618,847,607,442.14,0.0
51051,402,620,840,591,438.96,0.0
51084,399,622,830,584,432.67,0.0
51117,396,624,820,589,425.44,0.0
51150,393,626,811,600,418.81,0.0
51183,390,628,795,614,405.24,0.0
51216,387,630,780,625,393.03,0.0
51249,384,632,767,636,383.02,0.0
51282,381,634,755,645,374.16,0.0
51315,378,636,745,652,367.35,0.0
51348,375,638,737,658,362.55,0.0
51381,372,640,728,663,356.74,0.0
51414,369,642,718,667,349.89,0.0
51447,366,644,709,671,344.06,0.0
51480,363,646,698,674,336.17,0.0
51513,360,648,685,678,326.38,0.0
51546,357,650,672,682,316.62,0.0
51579,354,652,659,685,306.78,0.0
51612,351,654,647,688,297.95,0.0
51645,348,656,636,691,290.12,0.0
51678,345,658,627,695,284.42,0.0
51711,342,660,618,698,278.6,0.0
51744,339,662,611,700,274.64,0.0
51777,336,664,604,703,270.82,0.0
51810,333,666,599,705,268.84,0.0
51843,330,668,594,708,267.01,0.0
51876,327,670,590,710,266.02,0.0
51909,324,672,590,710,268.7,0.0
51942,321,674,595,709,276.23,0.0
51975,318,676,602,707,285.69,0.0
52008,315,678,610,704,296.14,0.0
52041,312,680,617,701,305.72,0.0
52074,309,682,623,700,314.52,0.0
52107,306,684,628,698,322.3,0.0
52140,303,686,632,699,329.26,0.0
52173,300,688,630,701,330.26,0.0
52206,297,690,623,705,326.34,0.0
52239,294,692,617,709,323.45,0.0
52272,291,694,610,715,319.69,0.0
52305,288,696,598,726,311.45,0.0
52338,285,698,588,735,305.25,0.0
52371,282,700,580,744,301.23,0.0
52404,279,702,572,751,297.07,0.0
52437,276,704,573,757,301.69,0.0
52470,273,706,575,762,307.15,0.0
52503,270,708,576,766,311.45,0.0
52536,267,710,582,770,320.66,0.0
52569,264,712,588,773,329.69,0.0
52602,261,714,621,778,365.64,0.0
52635,258,716,653,791,402.06,0.0
52668,255,718,686,804,439.5,0.0
52701,252,720,717,820,475.63,0.0
52734,249,722,747,838,511.33,0.0
52767,246,724,773,861,544.52,0.0
52800,243,726,778,863,552.26,0.0
52833,240,728,779,863,555.65,0.0
52866,237,730,762,863,541.58,0.0
52899,234,732,745,863,527.52,0.0
52932,231,734,729,863,514.44,0.0
52965,228,736,715,863,503.29,0.0
52998,225,738,701,863,492.14,0.0
53031,222,740,689,863,482.93,0.0
53064,219,742,683,863,479.52,0.0
53097,216,744,679,863,478.05,0.0
53130,213,746,676,863,477.55,0.0
53163,210,748,679,863,482.89,0.0
53196,207,750,682,863,488.26,0.0
53229,204,752,691,863,499.49,0.0
53262,201,754,702,863,512.72,0.0
53295,198,756,713,863,526.0,0.0
53328,195,758,724,863,539.32,0.0
53361,192,760,735,863,552.68,0.0
53394,189,762,746,863,566.08,0.0
53427,186,764,756,863,578.53,0.0
53460,183,766,766,863,591.01,0.0
53493,180,768,773,863,600.56,0.0
53526,177,770,778,863,608.15,0.0
53559,174,772,779,863,611.81,0.0
53592,171,774,781,863,616.46,0.0
53625,168,776,782,863,620.13,0.0
53658,165,778,783,863,623.82,0.0
53691,162,780,784,863,627.51,0.0
