Direction,Left_X,Left_Y,Right_X,Right_Y
UP,0.46916998162446993,0.42495976176126404,0.5616887481985913,0.41403986236194035
UP,0.4689841317494652,0.42628187392551675,0.5600964284373093,0.41441448936347314
UP,0.4682642564478307,0.4270534808558807,0.5586076877422049,0.4141234825105394
UP,0.4700637798148014,0.4276505571125855,0.5589627560731147,0.41484445309269574
UP,0.46628255298024934,0.4272321733981595,0.5587976302937746,0.4154155681638685
UP,0.4671227457771262,0.4282445597225748,0.5575557182388364,0.4144049431884719
UP,0.4676335049531133,0.42552505147563396,0.5574927308821069,0.41400541271988994
UP,0.46703758559010217,0.42494761540592346,0.55653221168484,0.4128860645816269
UP,0.46658669384984447,0.42184693309401616,0.5566124045681116,0.40805432966693383
UP,0.46634196671929795,0.4215153277355413,0.5571528083977965,0.40892375001510917
UP,0.46440852569839786,0.4206386117629795,0.5575453731274295,0.40790971678658244
UP,0.4642042008241569,0.41885072664639467,0.5577993823733484,0.40781493776337047
UP,0.4604513573468733,0.4184908300101836,0.5603056833693417,0.4059769632280768
UP,0.4611675919342192,0.4171861581327879,0.5601527154115751,0.40526434173724163
UP,0.4615875502083568,0.4163280764635621,0.5600744197822792,0.40474156395725985
UP,0.46225588456884587,0.41658389194310164,0.5600300621091318,0.40746562174379025
UP,0.46400732818153845,0.4192014405498562,0.5610566505471439,0.41515278563210456
UP,0.46445486594446656,0.4199131832106444,0.5602738757810821,0.41516903426076734
UP,0.46416109817676027,0.41921366063323534,0.5622904712164996,0.4127972500571302
UP,0.4646251294608259,0.42104393521421785,0.5605591291047145,0.41300132795665107
UP,0.4616356900116614,0.42007768321242756,0.5603686952797207,0.41245178393365456
UP,0.4611595991220503,0.4182689330977363,0.5634152187342819,0.41113287013440103
UP,0.46284577229797547,0.4184779557640423,0.5633115788656196,0.410769148449735
UP,0.4628454696750609,0.41989274225806705,0.5640118200140375,0.4123269255301402
UP,0.46306947745728766,0.4199401890103882,0.5657161083168202,0.41344602231808275
UP,0.4632023878592579,0.42752228807854425,0.5668958441032127,0.4175730617697435
UP,0.46418116673864257,0.4329766491913813,0.5669112651938354,0.4192524499176143
